Restaurant ID,Restaurant Name,Location,Cuisine,Average Cost (per person),Rating,Votes,Sales (₹),Online Order
R100357,Restaurant_357,Lucknow,Mughlai,879,4.4,2973,1476795,Yes
R100358,Restaurant_358,Kolkata,South Indian,1384,4.9,1482,895049,Yes
R100359,Restaurant_359,Delhi,Japanese,1199,3.6,390,505799,No
R100360,Restaurant_360,Hyderabad,Italian,1425,3.4,2427,1724431,No
R100361,Restaurant_361,Lucknow,Italian,152,3.6,1248,1517174,Yes
R100362,Restaurant_362,Kolkata,North Indian,1175,3.6,1517,248535,Yes
R100363,Restaurant_363,Kolkata,Japanese,1175,4.1,4346,1060749,Yes
R100364,Restaurant_364,Chennai,Mexican,299,4.3,4888,795254,Yes
R100365,Restaurant_365,Delhi,North Indian,153,4.5,4243,725725,Yes
R100366,Restaurant_366,Ahmedabad,Mexican,617,4.1,1341,1993603,Yes
R100367,Restaurant_367,Chennai,Mughlai,219,3.6,4984,723489,Yes
R100368,Restaurant_368,Chennai,Thai,350,4.9,401,1651848,Yes
R100369,Restaurant_369,Pune,Mexican,457,4.3,1351,430820,Yes
R100370,Restaurant_370,Hyderabad,Continental,1425,3.6,3689,1407078,No
R100371,Restaurant_371,Kolkata,Mexican,1460,3.6,3137,521427,Yes
R100372,Restaurant_372,Hyderabad,Japanese,1071,4.5,505,1607705,Yes
R100373,Restaurant_373,Bangalore,Chinese,441,3.6,3300,991994,Yes
R100374,Restaurant_374,Pune,Japanese,1327,3.8,1207,1154010,Yes
R100375,Restaurant_375,Ahmedabad,Mughlai,1073,3.2,307,1366691,No
R100376,Restaurant_376,Hyderabad,Italian,1306,4.6,2159,199522,No
R100377,Restaurant_377,Mumbai,Continental,1032,3.8,531,64656,Yes
R100378,Restaurant_378,Lucknow,Thai,735,3.9,4780,1401774,Yes
R100379,Restaurant_379,Bangalore,Mughlai,1447,4.7,3163,1590225,No
R100380,Restaurant_380,Delhi,Italian,658,4.8,1446,57272,No
R100381,Restaurant_381,Ahmedabad,Fast Food,154,4.6,2676,1400576,Yes
R100382,Restaurant_382,Bangalore,Japanese,442,2.7,697,1953812,No
R100383,Restaurant_383,Lucknow,Mughlai,509,3.6,1661,1649393,Yes
R100384,Restaurant_384,Pune,Japanese,363,3.4,3875,1600595,Yes
R100385,Restaurant_385,Lucknow,Thai,1188,3.0,4638,739114,Yes
R100386,Restaurant_386,Chennai,Italian,1446,4.8,4636,1118532,Yes
R100387,Restaurant_387,Lucknow,Japanese,712,4.7,2318,632448,Yes
R100388,Restaurant_388,Chennai,Chinese,914,3.7,3934,1515474,No
R100389,Restaurant_389,Pune,Mexican,194,2.8,2804,1326057,Yes
R100390,Restaurant_390,Jaipur,North Indian,852,2.5,3636,1658232,Yes
R100391,Restaurant_391,Chennai,Thai,783,3.6,3434,491664,Yes
R100392,Restaurant_392,Delhi,North Indian,1360,2.6,4639,609225,No
R100393,Restaurant_393,Lucknow,South Indian,810,4.0,808,1772099,Yes
R100394,Restaurant_394,Lucknow,Mexican,1343,4.0,682,198212,Yes
R100395,Restaurant_395,Delhi,Thai,870,4.7,3634,1525727,Yes
R100396,Restaurant_396,Mumbai,Mughlai,743,3.0,379,1384457,Yes
R100397,Restaurant_397,Kolkata,Chinese,395,3.4,3069,1265010,No
R100398,Restaurant_398,Jaipur,Mughlai,1006,4.6,59,294111,Yes
R100399,Restaurant_399,Ahmedabad,Fast Food,701,3.7,4103,708464,Yes
R100400,Restaurant_400,Chennai,South Indian,192,2.6,2224,286702,Yes
R100401,Restaurant_401,Delhi,Chinese,990,2.8,1034,476389,Yes
R100402,Restaurant_402,Pune,Japanese,328,4.5,718,1616524,Yes
R100403,Restaurant_403,Chennai,Japanese,684,4.4,2328,969915,Yes
R100404,Restaurant_404,Kolkata,Continental,756,4.7,491,1650467,Yes
R100405,Restaurant_405,Pune,Japanese,821,2.8,2975,672271,No
R100406,Restaurant_406,Bangalore,Italian,1417,4.4,4070,242503,Yes
R100407,Restaurant_407,Lucknow,South Indian,1076,4.1,323,572181,Yes
R100408,Restaurant_408,Bangalore,Italian,166,3.1,4763,533490,Yes
R100409,Restaurant_409,Chennai,Mexican,1285,4.9,1076,1373558,Yes
R100410,Restaurant_410,Kolkata,Continental,975,3.9,2423,1827794,Yes
R100411,Restaurant_411,Jaipur,Continental,696,4.8,4398,1576879,No
R100412,Restaurant_412,Chennai,Japanese,1203,4.6,1607,421695,Yes
R100413,Restaurant_413,Delhi,Chinese,1365,3.3,3176,519261,Yes
R100414,Restaurant_414,Hyderabad,Mexican,586,3.8,2983,1858040,Yes
R100415,Restaurant_415,Chennai,Fast Food,328,3.6,497,1142487,Yes
R100416,Restaurant_416,Lucknow,South Indian,765,4.3,3418,893118,No
R100417,Restaurant_417,Lucknow,South Indian,826,4.0,3743,1136226,No
R100418,Restaurant_418,Chennai,Thai,783,4.5,3856,142524,No
R100419,Restaurant_419,Pune,Mughlai,1307,2.5,4614,1614618,No
R100420,Restaurant_420,Hyderabad,Japanese,951,4.2,4046,659713,Yes
R100421,Restaurant_421,Delhi,Thai,461,3.3,3367,1617330,Yes
R100422,Restaurant_422,Chennai,Fast Food,174,3.1,119,1085324,Yes
R100423,Restaurant_423,Pune,Continental,520,4.5,4626,1034386,Yes
R100424,Restaurant_424,Lucknow,North Indian,674,2.7,2627,1700392,Yes
R100425,Restaurant_425,Lucknow,Fast Food,1492,3.1,4635,1953180,Yes
R100426,Restaurant_426,Kolkata,Fast Food,379,3.0,4648,867359,No
R100427,Restaurant_427,Chennai,Chinese,1275,3.5,3106,1686699,No
R100428,Restaurant_428,Hyderabad,Chinese,527,3.3,166,861052,Yes
R100429,Restaurant_429,Mumbai,Chinese,1037,4.3,1863,226841,Yes
R100430,Restaurant_430,Hyderabad,Chinese,1376,4.2,953,1380897,Yes
R100431,Restaurant_431,Lucknow,Mughlai,1440,3.3,4573,1639063,Yes
R100432,Restaurant_432,Lucknow,Japanese,611,3.6,543,849366,Yes
R100433,Restaurant_433,Bangalore,South Indian,514,3.0,3908,1076416,Yes
R100434,Restaurant_434,Lucknow,Japanese,253,4.2,2733,1555813,Yes
R100435,Restaurant_435,Delhi,Japanese,1284,3.5,4225,79029,Yes
R100436,Restaurant_436,Ahmedabad,South Indian,577,2.8,3780,429374,Yes
R100437,Restaurant_437,Chennai,Chinese,618,2.8,4740,1663883,Yes
R100438,Restaurant_438,Hyderabad,Japanese,1164,3.3,1590,1772665,Yes
R100439,Restaurant_439,Ahmedabad,Mughlai,1019,4.4,675,1342346,Yes
R100440,Restaurant_440,Pune,Chinese,919,2.6,4429,393463,No
R100441,Restaurant_441,Mumbai,Mughlai,829,3.1,4908,1594422,Yes
R100442,Restaurant_442,Delhi,Thai,954,2.9,887,1478252,Yes
R100443,Restaurant_443,Hyderabad,Japanese,1035,4.9,2065,250374,Yes
R100444,Restaurant_444,Ahmedabad,Italian,710,4.3,2065,804111,Yes
R100445,Restaurant_445,Mumbai,Mughlai,1423,3.1,3129,998836,Yes
R100446,Restaurant_446,Bangalore,Thai,480,3.0,121,1728961,No
R100447,Restaurant_447,Delhi,Mexican,736,4.6,3502,609471,No
R100448,Restaurant_448,Delhi,Mexican,350,3.0,4798,1200958,Yes
R100449,Restaurant_449,Bangalore,Thai,603,5.0,3928,95609,No
R100450,Restaurant_450,Chennai,Continental,975,3.2,113,350060,No
R100451,Restaurant_451,Bangalore,Continental,260,2.7,79,315179,No
R100452,Restaurant_452,Delhi,Chinese,1013,4.2,4021,511076,Yes
R100453,Restaurant_453,Delhi,Continental,1057,4.0,4702,400816,No
R100454,Restaurant_454,Ahmedabad,Mexican,1382,5.0,2375,540174,Yes
R100455,Restaurant_455,Lucknow,Continental,182,4.5,4422,735434,Yes
R100456,Restaurant_456,Mumbai,Italian,704,3.6,4815,530062,No
R100457,Restaurant_457,Bangalore,Mexican,256,4.2,2929,1647477,Yes
R100458,Restaurant_458,Mumbai,Mughlai,1438,4.5,2238,1026078,Yes
R100459,Restaurant_459,Bangalore,Fast Food,375,3.8,2831,1104401,No
R100460,Restaurant_460,Pune,Continental,636,3.2,4171,1532379,No
R100461,Restaurant_461,Delhi,Continental,328,3.0,2195,746608,No
R100462,Restaurant_462,Lucknow,Japanese,1395,3.2,325,925470,No
R100463,Restaurant_463,Ahmedabad,South Indian,786,4.6,1316,1055036,Yes
R100464,Restaurant_464,Lucknow,Italian,937,3.5,4023,636976,Yes
R100465,Restaurant_465,Lucknow,Mexican,316,3.2,4154,588651,No
R100466,Restaurant_466,Lucknow,Mexican,812,4.5,2993,1242637,Yes
R100467,Restaurant_467,Mumbai,North Indian,449,2.6,3030,1015364,No
R100468,Restaurant_468,Bangalore,South Indian,184,4.0,2369,1551517,Yes
R100469,Restaurant_469,Jaipur,Continental,556,4.7,81,1923268,No
R100470,Restaurant_470,Pune,Thai,463,3.5,901,1768074,Yes
R100471,Restaurant_471,Hyderabad,Japanese,965,3.2,654,482688,Yes
R100472,Restaurant_472,Lucknow,Mughlai,892,3.7,3249,1974396,No
R100473,Restaurant_473,Chennai,Japanese,876,4.3,2114,803867,Yes
R100474,Restaurant_474,Mumbai,Continental,975,3.8,3594,154826,Yes
R100475,Restaurant_475,Ahmedabad,North Indian,1274,2.5,2398,409301,Yes
R100476,Restaurant_476,Hyderabad,Fast Food,718,2.7,1857,1513410,Yes
R100477,Restaurant_477,Jaipur,Mexican,1388,4.3,3909,272227,Yes
R100478,Restaurant_478,Chennai,Mughlai,725,3.5,4187,1799999,No
R100479,Restaurant_479,Jaipur,South Indian,211,4.5,2248,1509796,Yes
R100480,Restaurant_480,Hyderabad,Continental,518,4.1,3922,1224415,Yes
R100481,Restaurant_481,Lucknow,Italian,243,4.0,3612,1543387,Yes
R100482,Restaurant_482,Chennai,Thai,1133,4.8,3248,1774156,Yes
R100483,Restaurant_483,Jaipur,Japanese,1199,2.6,4554,167811,Yes
R100484,Restaurant_484,Ahmedabad,North Indian,1294,2.9,1942,1544675,Yes
R100485,Restaurant_485,Bangalore,Fast Food,199,4.1,4489,210096,Yes
R100486,Restaurant_486,Delhi,Chinese,1032,2.7,3219,1771457,Yes
R100487,Restaurant_487,Bangalore,Thai,913,4.1,2997,716113,No
R100488,Restaurant_488,Hyderabad,Continental,185,5.0,4173,1041777,Yes
R100489,Restaurant_489,Mumbai,Fast Food,1462,4.7,3150,1537129,No
R100490,Restaurant_490,Delhi,Thai,249,4.0,3971,1844720,Yes
R100491,Restaurant_491,Pune,Thai,1497,4.7,4779,1875961,Yes
R100492,Restaurant_492,Ahmedabad,Mexican,478,2.8,4357,81325,Yes
R100493,Restaurant_493,Pune,Thai,855,3.6,4833,206407,Yes
R100494,Restaurant_494,Chennai,Italian,370,3.6,3738,714896,Yes
R100495,Restaurant_495,Delhi,Fast Food,716,3.3,121,1391805,Yes
R100496,Restaurant_496,Pune,Continental,1145,2.5,2207,476503,No
R100497,Restaurant_497,Pune,Continental,1171,4.7,1186,320144,Yes
R100498,Restaurant_498,Jaipur,Italian,259,4.4,4377,1441497,No
R100499,Restaurant_499,Bangalore,South Indian,298,4.1,4127,733551,No
R100500,Restaurant_500,Jaipur,Fast Food,555,2.8,92,278914,No
R100501,Restaurant_501,Delhi,Thai,848,3.4,4410,1193736,Yes
R100502,Restaurant_502,Delhi,North Indian,1166,4.8,1881,1111543,Yes
R100503,Restaurant_503,Hyderabad,Mughlai,1302,4.0,95,1223057,Yes
R100504,Restaurant_504,Jaipur,Fast Food,257,4.0,3691,487790,No
R100505,Restaurant_505,Kolkata,Chinese,538,4.8,1725,456462,Yes
R100506,Restaurant_506,Bangalore,North Indian,574,3.9,3402,253075,Yes
R100507,Restaurant_507,Delhi,Italian,596,4.0,1319,547591,Yes
R100508,Restaurant_508,Hyderabad,Thai,1067,3.4,4033,1637211,Yes
R100509,Restaurant_509,Jaipur,South Indian,1241,3.4,4013,1622860,Yes
R100510,Restaurant_510,Bangalore,Chinese,1239,4.2,3073,1428078,Yes
R100511,Restaurant_511,Jaipur,South Indian,805,3.3,2840,1575736,No
R100512,Restaurant_512,Pune,South Indian,470,3.9,3220,1769318,Yes
R100513,Restaurant_513,Hyderabad,Japanese,868,3.2,4872,261207,Yes
R100514,Restaurant_514,Bangalore,Mexican,877,2.9,1062,1443019,Yes
R100515,Restaurant_515,Lucknow,Chinese,729,3.6,4639,148032,Yes
R100516,Restaurant_516,Chennai,Mughlai,596,3.0,3557,166815,Yes
R100517,Restaurant_517,Chennai,Mexican,359,4.7,4852,392440,Yes
R100518,Restaurant_518,Bangalore,Chinese,998,3.3,2121,1762743,No
R100519,Restaurant_519,Jaipur,South Indian,519,4.0,2055,1262851,Yes
R100520,Restaurant_520,Hyderabad,Mexican,726,3.2,2367,481001,Yes
R100521,Restaurant_521,Chennai,Chinese,838,3.1,4883,1806237,No
R100522,Restaurant_522,Hyderabad,Mughlai,939,3.4,2225,510299,Yes
R100523,Restaurant_523,Chennai,North Indian,1141,4.8,4688,1939050,Yes
R100524,Restaurant_524,Pune,Fast Food,312,3.5,1836,1648574,Yes
R100525,Restaurant_525,Jaipur,Thai,1126,4.6,3179,1949486,No
R100526,Restaurant_526,Pune,Chinese,499,3.0,2422,615699,Yes
R100527,Restaurant_527,Chennai,Mughlai,819,2.6,1510,1376493,No
R100528,Restaurant_528,Lucknow,Fast Food,575,4.5,1514,1037395,Yes
R100529,Restaurant_529,Lucknow,Mexican,476,3.9,3091,1703557,Yes
R100530,Restaurant_530,Pune,Chinese,1279,3.8,1108,65710,Yes
R100531,Restaurant_531,Lucknow,Chinese,404,3.2,1021,1745649,Yes
R100532,Restaurant_532,Chennai,Italian,507,2.7,2440,1523363,Yes
R100533,Restaurant_533,Bangalore,Chinese,593,3.7,3049,1980423,Yes
R100534,Restaurant_534,Pune,Thai,262,4.7,2554,699873,Yes
R100535,Restaurant_535,Mumbai,Italian,1203,2.8,948,1842174,No
R100536,Restaurant_536,Jaipur,Fast Food,673,4.8,1863,443927,Yes
R100537,Restaurant_537,Lucknow,Mexican,838,3.2,1552,432651,Yes
R100538,Restaurant_538,Lucknow,Mexican,1140,3.8,392,1798585,No
R100539,Restaurant_539,Delhi,Continental,195,2.7,3910,437002,Yes
R100540,Restaurant_540,Kolkata,Continental,1344,3.6,3401,1906897,Yes
R100541,Restaurant_541,Pune,Fast Food,1303,2.8,2910,1618632,Yes
R100542,Restaurant_542,Ahmedabad,Japanese,906,2.6,1298,998808,Yes
R100543,Restaurant_543,Lucknow,Mughlai,1376,4.9,1258,319583,No
R100544,Restaurant_544,Jaipur,Japanese,1399,4.3,4440,930341,Yes
R100545,Restaurant_545,Mumbai,Mughlai,1253,4.3,2189,1342473,Yes
R100546,Restaurant_546,Lucknow,Italian,1483,2.7,1660,273883,Yes
R100547,Restaurant_547,Mumbai,Fast Food,1208,4.8,2029,1926134,Yes
R100548,Restaurant_548,Chennai,Mughlai,713,3.7,2847,1792990,Yes
R100549,Restaurant_549,Chennai,Continental,310,4.6,606,841020,Yes
R100550,Restaurant_550,Kolkata,Continental,989,2.5,4044,1969047,Yes
R100551,Restaurant_551,Bangalore,South Indian,687,3.2,4454,1630375,Yes
R100552,Restaurant_552,Ahmedabad,Mughlai,374,5.0,3736,503106,No
R100553,Restaurant_553,Delhi,Fast Food,1490,3.6,1202,1121250,No
R100554,Restaurant_554,Kolkata,North Indian,244,4.7,3794,1679684,Yes
R100555,Restaurant_555,Hyderabad,Italian,1398,3.3,3671,153761,Yes
R100556,Restaurant_556,Delhi,Chinese,1098,3.8,3409,411556,Yes
R100557,Restaurant_557,Pune,Chinese,702,4.6,1022,1018496,Yes
R100558,Restaurant_558,Jaipur,Mughlai,794,4.0,3957,650954,Yes
R100559,Restaurant_559,Hyderabad,Japanese,215,4.3,3778,593526,No
R100560,Restaurant_560,Hyderabad,Italian,1383,3.1,3461,114333,No
R100561,Restaurant_561,Kolkata,Mexican,814,2.9,3116,1445854,Yes
R100562,Restaurant_562,Bangalore,Thai,833,3.1,1341,239306,Yes
R100563,Restaurant_563,Kolkata,Chinese,1059,3.7,4363,1140870,No
R100564,Restaurant_564,Pune,Continental,986,4.5,2910,1577152,Yes
R100565,Restaurant_565,Lucknow,Italian,720,3.4,213,1432082,Yes
R100566,Restaurant_566,Lucknow,Japanese,845,3.9,3969,739847,Yes
R100567,Restaurant_567,Bangalore,Fast Food,329,4.5,1764,1166972,Yes
R100568,Restaurant_568,Pune,Japanese,983,3.1,3512,1926938,No
R100569,Restaurant_569,Bangalore,Italian,1241,4.7,1490,1274120,Yes
R100570,Restaurant_570,Mumbai,Mexican,351,4.9,2145,902034,No
R100571,Restaurant_571,Lucknow,Chinese,1188,2.6,850,74285,Yes
R100572,Restaurant_572,Hyderabad,Continental,1215,2.6,2815,201301,No
R100573,Restaurant_573,Ahmedabad,North Indian,692,2.7,2710,599701,Yes
R100574,Restaurant_574,Jaipur,Fast Food,1131,4.4,1740,198382,No
R100575,Restaurant_575,Pune,Continental,923,3.0,283,119141,No
R100576,Restaurant_576,Delhi,Mexican,1462,4.3,1926,427172,Yes
R100577,Restaurant_577,Bangalore,Thai,843,3.6,1011,1175689,Yes
R100578,Restaurant_578,Jaipur,Mexican,1417,4.6,3420,598805,No
R100579,Restaurant_579,Delhi,Mexican,761,4.5,1095,819948,Yes
R100580,Restaurant_580,Jaipur,Chinese,1347,4.9,4531,259847,Yes
R100581,Restaurant_581,Ahmedabad,Italian,393,3.1,4509,1591229,No
R100582,Restaurant_582,Delhi,Italian,209,3.1,1457,1775322,Yes
R100583,Restaurant_583,Kolkata,Continental,253,2.6,257,1734911,No
R100584,Restaurant_584,Chennai,Thai,800,3.5,4420,208037,Yes
R100585,Restaurant_585,Kolkata,Thai,1476,3.6,1802,722571,Yes
R100586,Restaurant_586,Lucknow,Japanese,1160,4.9,545,1030146,Yes
R100587,Restaurant_587,Chennai,North Indian,226,4.6,951,1830390,No
R100588,Restaurant_588,Kolkata,Mexican,1191,2.9,3648,1420245,Yes
R100589,Restaurant_589,Chennai,North Indian,1357,4.5,2256,1202029,No
R100590,Restaurant_590,Chennai,South Indian,1454,2.9,1799,1679034,Yes
R100591,Restaurant_591,Hyderabad,Mughlai,1461,2.7,509,251699,No
R100592,Restaurant_592,Bangalore,Mexican,847,4.6,4539,1475792,Yes
R100593,Restaurant_593,Bangalore,North Indian,1095,4.9,966,370085,Yes
R100594,Restaurant_594,Hyderabad,Chinese,416,2.7,4309,1459032,Yes
R100595,Restaurant_595,Jaipur,Mughlai,930,4.5,4784,1688316,Yes
R100596,Restaurant_596,Mumbai,Thai,758,4.6,3451,1356759,Yes
R100597,Restaurant_597,Jaipur,Mexican,1095,2.8,4715,624753,No
R100598,Restaurant_598,Delhi,Mexican,1174,3.2,2244,1505055,No
R100599,Restaurant_599,Delhi,Thai,1200,4.3,1009,1820450,Yes
R100600,Restaurant_600,Chennai,Japanese,697,4.5,4913,1292759,Yes
R100601,Restaurant_601,Kolkata,Chinese,309,3.4,2207,1380827,Yes
R100602,Restaurant_602,Kolkata,Mexican,1086,2.9,443,527226,No
R100603,Restaurant_603,Bangalore,North Indian,548,4.1,3682,1765304,Yes
R100604,Restaurant_604,Pune,Mexican,692,4.3,4588,273031,Yes
R100605,Restaurant_605,Jaipur,Mughlai,276,3.8,4108,1576814,Yes
R100606,Restaurant_606,Lucknow,Mexican,1158,2.9,4892,1905145,Yes
R100607,Restaurant_607,Ahmedabad,North Indian,1097,4.6,2227,1855984,Yes
R100608,Restaurant_608,Kolkata,Fast Food,359,4.1,1916,1367650,Yes
R100609,Restaurant_609,Ahmedabad,Mughlai,299,4.7,1849,346700,No
R100610,Restaurant_610,Chennai,Continental,180,4.8,554,788522,No
R100611,Restaurant_611,Ahmedabad,Continental,761,4.5,769,1895207,No
R100612,Restaurant_612,Lucknow,Mughlai,451,4.9,2037,615360,Yes
R100613,Restaurant_613,Hyderabad,Chinese,1112,4.9,924,1801771,No
R100614,Restaurant_614,Lucknow,Fast Food,1014,4.0,2928,1135110,No
R100615,Restaurant_615,Ahmedabad,Mughlai,914,4.3,683,1675347,Yes
R100616,Restaurant_616,Lucknow,North Indian,832,4.2,4427,454950,No
R100617,Restaurant_617,Mumbai,South Indian,406,4.1,2470,641187,No
R100618,Restaurant_618,Chennai,Italian,1089,2.5,1374,1109687,No
R100619,Restaurant_619,Jaipur,Mexican,1230,3.4,1058,930539,No
R100620,Restaurant_620,Hyderabad,Japanese,158,2.8,2383,1535045,No
R100621,Restaurant_621,Kolkata,Fast Food,1178,3.3,1189,1360265,No
R100622,Restaurant_622,Delhi,North Indian,996,2.7,3270,1662284,Yes
R100623,Restaurant_623,Jaipur,Japanese,1287,4.8,453,1724543,No
R100624,Restaurant_624,Delhi,Continental,926,3.6,3803,1766087,No
R100625,Restaurant_625,Chennai,Mughlai,834,3.0,3240,1245899,Yes
R100626,Restaurant_626,Hyderabad,Fast Food,881,4.0,745,1956176,Yes
R100627,Restaurant_627,Bangalore,Thai,1378,3.0,957,184504,Yes
R100628,Restaurant_628,Kolkata,Mexican,173,4.5,3897,721434,No
R100629,Restaurant_629,Mumbai,Italian,642,3.3,3214,1719163,Yes
R100630,Restaurant_630,Bangalore,Continental,1119,3.3,1976,1136782,Yes
R100631,Restaurant_631,Chennai,Mughlai,252,4.7,170,1113518,Yes
R100632,Restaurant_632,Jaipur,Mexican,1233,3.9,2915,1620280,No
R100633,Restaurant_633,Mumbai,Continental,1259,4.7,3781,917621,No
R100634,Restaurant_634,Lucknow,Thai,916,3.5,3965,1776972,Yes
R100635,Restaurant_635,Ahmedabad,Japanese,1172,3.4,3641,155992,Yes
R100636,Restaurant_636,Mumbai,Italian,521,3.8,3626,1902741,No
R100637,Restaurant_637,Chennai,Italian,828,2.7,4536,115843,Yes
R100638,Restaurant_638,Pune,Mexican,745,2.9,2464,1763474,Yes
R100639,Restaurant_639,Ahmedabad,North Indian,351,3.0,890,1898927,No
R100640,Restaurant_640,Delhi,Mexican,238,4.5,2855,1582770,Yes
R100641,Restaurant_641,Kolkata,Continental,586,4.3,3356,368351,Yes
R100642,Restaurant_642,Delhi,North Indian,269,3.0,3483,1237457,No
R100643,Restaurant_643,Mumbai,Italian,305,3.2,1515,637811,Yes
R100644,Restaurant_644,Delhi,South Indian,548,4.9,1906,285112,Yes
R100645,Restaurant_645,Chennai,Italian,337,2.7,2285,751126,Yes
R100646,Restaurant_646,Lucknow,Mexican,1225,3.9,453,1521778,No
R100647,Restaurant_647,Jaipur,Continental,801,3.8,462,287431,Yes
R100648,Restaurant_648,Kolkata,North Indian,736,4.3,1587,598381,Yes
R100649,Restaurant_649,Delhi,Mughlai,379,3.2,4299,1654524,Yes
R100650,Restaurant_650,Delhi,North Indian,1303,4.8,266,877309,Yes
R100651,Restaurant_651,Mumbai,Thai,204,3.5,1074,948652,No
R100652,Restaurant_652,Jaipur,Chinese,420,3.2,2863,878904,No
R100653,Restaurant_653,Bangalore,Chinese,1273,3.3,4944,655120,No
R100654,Restaurant_654,Delhi,Fast Food,1242,3.4,855,1756219,Yes
R100655,Restaurant_655,Chennai,Japanese,1472,3.0,3399,418000,Yes
R100656,Restaurant_656,Pune,Fast Food,1119,4.8,2866,1522872,No
R100657,Restaurant_657,Kolkata,Fast Food,1325,2.9,2859,160520,Yes
R100658,Restaurant_658,Delhi,North Indian,479,4.7,1321,860950,Yes
R100659,Restaurant_659,Chennai,Continental,265,3.5,483,987666,Yes
R100660,Restaurant_660,Chennai,Fast Food,472,3.2,478,1611855,No
R100661,Restaurant_661,Kolkata,Mexican,712,3.0,1237,75443,No
R100662,Restaurant_662,Bangalore,North Indian,378,3.8,4307,182454,Yes
R100663,Restaurant_663,Chennai,Continental,509,4.2,2604,1708398,No
R100664,Restaurant_664,Pune,Chinese,1178,4.7,2362,568168,No
R100665,Restaurant_665,Chennai,South Indian,177,4.1,2045,536190,Yes
R100666,Restaurant_666,Chennai,Mexican,1404,3.7,2207,1187591,Yes
R100667,Restaurant_667,Chennai,Mughlai,1018,2.6,1792,517927,Yes
R100668,Restaurant_668,Lucknow,Japanese,1444,4.8,1392,821072,No
R100669,Restaurant_669,Lucknow,Mughlai,1477,4.8,1205,1289397,Yes
R100670,Restaurant_670,Bangalore,Continental,177,3.4,3254,1647557,Yes
R100671,Restaurant_671,Delhi,Thai,893,2.6,443,85294,No
R100672,Restaurant_672,Chennai,Continental,1372,4.3,3692,1932788,Yes
R100673,Restaurant_673,Jaipur,South Indian,1255,4.5,4867,564506,Yes
R100674,Restaurant_674,Delhi,Chinese,1261,3.9,2090,1289152,No
R100675,Restaurant_675,Bangalore,Italian,729,3.5,2128,665618,Yes
R100676,Restaurant_676,Hyderabad,Continental,600,4.6,2914,1974747,Yes
R100677,Restaurant_677,Delhi,Chinese,582,3.0,3511,1574755,Yes
R100678,Restaurant_678,Delhi,Mughlai,523,3.6,4306,1130605,No
R100679,Restaurant_679,Ahmedabad,Continental,584,2.6,1379,1838361,Yes
R100680,Restaurant_680,Mumbai,Continental,1360,2.9,1696,356918,Yes
R100681,Restaurant_681,Ahmedabad,Fast Food,367,4.9,2705,1044751,Yes
R100682,Restaurant_682,Pune,Mughlai,1281,3.9,2435,729502,Yes
R100683,Restaurant_683,Lucknow,Japanese,1097,4.5,2887,1592783,Yes
R100684,Restaurant_684,Lucknow,Japanese,498,3.7,4482,1953700,Yes
R100685,Restaurant_685,Mumbai,Mexican,937,4.6,3355,1049999,Yes
R100686,Restaurant_686,Kolkata,Thai,175,3.8,3370,864353,Yes
R100687,Restaurant_687,Kolkata,Italian,1221,2.5,3926,1434700,No
R100688,Restaurant_688,Bangalore,Continental,1008,4.7,3576,1755565,No
R100689,Restaurant_689,Mumbai,Continental,519,2.9,4208,991856,Yes
R100690,Restaurant_690,Delhi,Mexican,1187,3.6,4964,1081101,Yes
R100691,Restaurant_691,Kolkata,Thai,1360,3.7,2354,1854949,Yes
R100692,Restaurant_692,Chennai,Mughlai,1033,2.6,1321,360636,No
R100693,Restaurant_693,Jaipur,Continental,428,2.6,1337,685548,No
R100694,Restaurant_694,Delhi,Chinese,490,4.4,4994,1906215,No
R100695,Restaurant_695,Pune,North Indian,756,3.3,410,847955,Yes
R100696,Restaurant_696,Chennai,Thai,1198,3.5,2024,997633,Yes
R100697,Restaurant_697,Chennai,Continental,678,3.9,2977,1430299,Yes
